doc_id,pdf_page,source,source_file,source_row,decision,accepted,before_table_numbers,proposed_table_numbers,after_table_numbers,evidence,updated_at,confirmation_source
1911_census_volume_ii_part_i_ages,85,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,28,boundary_confirmed,True,53 | 54,53 | 54,53 | 54,The page contains two distinct tables: Males (Table 53) and Females (Table 54) in quinquennial age groups for Western Australia. The assignment is correct.,,
1911_census_volume_ii_part_i_ages,86,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,29,boundary_confirmed,True,54 | 55,54 | 55,54 | 55,The page contains the completion of Table 54 and the entirety of Table 55. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_i_ages,88,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,30,boundary_confirmed,True,56 | 57 | 58,56 | 57 | 58,56 | 57 | 58,"The page contains three distinct tables (56, 57, and 58) as identified in the candidate list.",,
1911_census_volume_ii_part_i_ages,96,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,31,boundary_confirmed,True,63 | 64,63 | 64,63 | 64,The page contains two complete tables (63 and 64) as identified by the original match.,,
1911_census_volume_ii_part_i_ages,97,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,32,accept_current_match,True,65 | 66,65 | 66,65 | 66,The page contains two complete tables (65 and 66) as identified by the original match.,,
1911_census_volume_ii_part_i_ages,98,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,33,accept_current_match,True,67 | 68 | 69,67 | 68 | 69,67 | 68 | 69,"Page contains three complete tables (67, 68, 69) as identified in the candidate list.",,
1911_census_volume_ii_part_i_ages,100,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,34,boundary_confirmed,True,70 | 71,70 | 71,70 | 71,The page contains the conclusion of Table 70 and the start of Table 71. Both are correctly identified and present in the candidate list.,,
1911_census_volume_ii_part_i_ages,104,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,35,non_table_confirmed,True,,,,The page is completely blank.,,
1911_census_volume_ii_part_ii_birthplaces,8,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,36,boundary_confirmed,True,1 | 2,1 | 2,1 | 2,The page contains the continuation of Table 1 and the start of Table 2. Both are correctly identified and present in the candidate list.,,
1911_census_volume_ii_part_ii_birthplaces,11,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,37,boundary_confirmed,True,2 | 3,2 | 3,2 | 3,The page contains the conclusion of Table 2 and the start of Table 3. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_ii_birthplaces,15,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,38,boundary_confirmed,True,3 | 4,3 | 4,3 | 4,The page contains the conclusion of Table 3 and the start of Table 4. Both are present in the candidate list.,,
1911_census_volume_ii_part_ii_birthplaces,18,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,39,boundary_confirmed,True,5 | 6,5 | 6,5 | 6,The page contains the continuation of Table 5 and the start of Table 6. Both are present in the candidate list.,,
1911_census_volume_ii_part_ii_birthplaces,21,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,40,boundary_confirmed,True,7 | 8,7 | 8,7 | 8,The page contains the continuation of Table 7 and the start of Table 8. Both are correctly identified.,,
1911_census_volume_ii_part_ii_birthplaces,24,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,41,boundary_confirmed,True,9 | 10,9 | 10,9 | 10,The page contains the continuation of Table 9 and the start of Table 10. Both are present in the candidate list.,,
1911_census_volume_ii_part_ii_birthplaces,31,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,42,candidate_set_wrong,False,,,,"The page contains Table 1, which is not in the provided candidate list (12, 13, 14). The candidate set is insufficient.",,
1911_census_volume_ii_part_ii_birthplaces,49,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,43,candidate_set_wrong,False,,,,"The page contains a large, complete table for Queensland. The provided candidate set (21, 22, 23) does not include the correct table number for this data.",,
1911_census_volume_ii_part_ii_birthplaces,61,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,44,candidate_set_wrong,False,,,,"The page contains a comprehensive table for Western Australia (Birthplace and Age) with rows numbered 1-75. The provided candidate set (27, 28, 29) is incorrect and insufficient.",,
1911_census_volume_ii_part_ii_birthplaces,73,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,45,candidate_set_wrong,False,,,,"The page contains a table for the Northern Territory, but the provided candidate set (33, 34, 35) does not include the table number for this specific dataset. The table is clearly present but cannot be assigned to the provided candidates.",,
1911_census_volume_ii_part_ii_birthplaces,97,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,46,candidate_set_wrong,False,,,,"The page contains a large table for the State of Victoria with rows numbered 1 through 75. The provided candidate table numbers (45, 46, 47) are insufficient and incorrect for this page.",,
1911_census_volume_ii_part_ii_birthplaces,103,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,47,candidate_set_wrong,False,,,,"The page contains a comprehensive table for Queensland, but the provided candidate table numbers (48, 49, 50) do not match the content of this page. The table on this page is a single, large, multi-part table covering birthplaces in Queensland.",,
1911_census_volume_ii_part_ii_birthplaces,109,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,48,candidate_set_wrong,False,,,,"The page contains a table for South Australia (Nationality, Length of Residence, Education, and Conjugal Condition), but the provided candidate table numbers (51, 52, 53) do not match this content.",,
1911_census_volume_ii_part_ii_birthplaces,115,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,49,candidate_set_wrong,False,,,,"The page contains a large table for Western Australia with rows numbered 1 through 75. The provided candidate table numbers (54, 55, 56) are insufficient to cover the data present on this page.",,
1911_census_volume_ii_part_ii_birthplaces,121,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,50,candidate_set_wrong,False,,,,"The page contains a table for Tasmania (Birthplaces), but the provided candidate list (57, 58, 59) does not include the correct table number for this data. The printed page number is 225, not 121.",,
1911_census_volume_ii_part_ii_birthplaces,127,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,51,candidate_set_wrong,False,,,,"The page contains a table for the Northern Territory, but the provided candidate table numbers (60, 61, 62) do not correspond to this table. The table is clearly present but lacks a table number in the header.",,
1911_census_volume_ii_part_ii_birthplaces,145,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,52,candidate_set_wrong,False,,,,"The page contains a table for New South Wales (Birthplace and Religion), but the provided candidate tables (69, 70, 71) do not match this content. The table on this page is a comprehensive summary table for NSW.",,
1911_census_volume_ii_part_ii_birthplaces,151,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,53,correct_match_from_candidates,True,,73,73,"The page contains the full table for the State of Victoria, which corresponds to Table 73 in the context of this census volume.",,
1911_census_volume_ii_part_ii_birthplaces,157,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,54,candidate_set_wrong,False,,,,"The page contains a continuation of the Queensland table (Birthplace and Religion). The provided candidate list (75, 76, 77) does not include the table number for this specific page, which appears to be a continuation of the Queensland data.",,
1911_census_volume_ii_part_ii_birthplaces,163,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,55,candidate_set_wrong,False,,,,"The page contains a table for South Australia (Birthplace and Religion). The provided candidate list (78, 79, 80) does not include the correct table number for this data, and the printed page number is 267, not 163.",,
1911_census_volume_ii_part_ii_birthplaces,169,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,56,candidate_set_wrong,False,,,,"The page contains a table for Western Australia (Birthplace and Religion), but the provided candidate list (81, 82, 83) does not include the correct table number for this specific data set. The page is clearly a table, but the candidate set is incorrect.",,
1911_census_volume_ii_part_ii_birthplaces,181,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,57,candidate_set_wrong,False,,,,"The page contains a table for the Northern Territory, but the provided candidate table numbers (87, 88, 89) do not include the correct identifier for this table.",,
1911_census_volume_ii_part_ii_birthplaces,187,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,58,candidate_set_wrong,False,,,,"The page contains a table for the Federal Capital Territory (Birthplace and Religion), but this table is not represented in the provided candidate list (90, 91, 92). The candidate list is insufficient.",,
1911_census_volume_ii_part_ii_birthplaces,265,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,59,candidate_set_wrong,False,,,,"The page contains a continuation of table 99, but 99 is not in the provided candidate list (98, 99, 100). Wait, 99 is in the list. Re-evaluating: 99 is in the candidate list. The page is a continuation of table 99.",,
1911_census_volume_ii_part_ii_birthplaces,282,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,60,non_table_confirmed,True,,,,The provided page image is completely blank.,,
1911_census_volume_ii_part_iii_length_of_residence,8,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,61,correct_match_from_candidates,True,2 | 3,2 | 3,2 | 3,The page contains the end of Table 2 and the beginning of Table 3. Both are correctly identified from the candidate list.,,
1911_census_volume_ii_part_iii_length_of_residence,14,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,62,boundary_confirmed,True,4 | 5,4 | 5,4 | 5,The page contains the completion of Table 4 and the start of Table 5. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_iii_length_of_residence,15,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,63,boundary_confirmed,True,4 | 5,4 | 5,4 | 5,The page contains the continuation of the Victoria table (Table 4) and the start of the Queensland table (Table 5).,,
1911_census_volume_ii_part_iii_length_of_residence,21,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,64,accept_current_match,True,6 | 7,6 | 7,6 | 7,The page contains the continuation of Table 6 (South Australia) and the start of Table 7 (Western Australia).,,
1911_census_volume_ii_part_iii_length_of_residence,27,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,65,boundary_confirmed,True,8 | 9,8 | 9,8 | 9,Page contains the continuation of Table 8 (Tasmania) and the start of Table 9 (Northern Territory).,,
1911_census_volume_ii_part_iii_length_of_residence,32,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,66,boundary_confirmed,True,10 | 11,10 | 11,10 | 11,The page contains the bottom portion of Table 10 and the entirety of Table 11. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_iii_length_of_residence,34,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,67,accept_current_match,True,13 | 14,13 | 14,13 | 14,The page contains two complete tables (13 and 14) as identified in the original match.,,
1911_census_volume_ii_part_iii_length_of_residence,35,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,68,accept_current_match,True,15 | 16,15 | 16,15 | 16,The page contains two complete tables (15 and 16) as identified by the original match.,,
1911_census_volume_ii_part_iii_length_of_residence,54,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,69,non_table_confirmed,True,,,,The page is blank.,,
1911_census_volume_ii_part_iv_education,3,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,70,boundary_confirmed,True,1 | 2,1 | 2,1 | 2,The page contains two complete tables (1 and 2) as identified by their respective headings.,,
1911_census_volume_ii_part_iv_education,5,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,71,boundary_confirmed,True,3 | 4,3 | 4,3 | 4,The page contains the continuation of Table 3 and the start of Table 4. Both are present in the candidate list.,,
1911_census_volume_ii_part_iv_education,8,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,72,boundary_confirmed,True,5 | 6,5 | 6,5 | 6,The page contains the continuation of Table 5 and the start of Table 6. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_iv_education,9,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,73,boundary_confirmed,True,6 | 7,6 | 7,6 | 7,The page contains the continuation of Table 6 and the start of Table 7. Both are correctly identified within the candidate set.,,
1911_census_volume_ii_part_iv_education,10,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,74,correct_match_from_candidates,True,7 | 8,7 | 8,7 | 8,The page contains the continuation of Table 7 and the start of Table 8. Both are present in the candidate list.,,
1911_census_volume_ii_part_iv_education,84,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,75,boundary_confirmed,True,13 | 14,13 | 14,13 | 14,The page contains the continuation of Table 13 and the start of Table 14. Both are present in the candidate list.,,
1911_census_volume_ii_part_iv_education,111,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,76,boundary_confirmed,True,16 | 17,16 | 17,16 | 17,The page contains the continuation of Table 16 and the start of Table 17. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_iv_education,135,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,77,boundary_confirmed,True,19 | 20,19 | 20,19 | 20,The page contains the continuation of Table 19 and the start of Table 20. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_iv_education,161,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,78,boundary_confirmed,True,24 | 25,24 | 25,24 | 25,The page contains the continuation of Table 24 and the start of Table 25. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_iv_education,168,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,79,boundary_confirmed,True,25 | 26,25 | 26,25 | 26,The page contains the continuation of Table 25 and the start of Table 26. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_iv_education,175,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,80,boundary_confirmed,True,26 | 27,26 | 27,26 | 27,The page contains the continuation of Table 26 and the start of Table 27. Both are correctly identified.,,
1911_census_volume_ii_part_iv_education,176,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,81,boundary_confirmed,True,27 | 28,27 | 28,27 | 28,The page contains the continuation of Table 27 and the start of Table 28. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_iv_education,177,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,82,boundary_confirmed,True,28 | 29,28 | 29,28 | 29,Page contains the continuation of Table 28 and the start of Table 29. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_iv_education,178,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,83,boundary_confirmed,True,29 | 30,29 | 30,29 | 30,The page contains the continuation of Table 29 and the entirety of Table 30. Both are within the candidate set.,,
1911_census_volume_ii_part_iv_education,182,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,84,non_table_confirmed,True,,,,The page is blank.,,
1911_census_volume_ii_part_v_schooling,24,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,85,boundary_confirmed,True,9 | 10,9 | 10,9 | 10,Page contains the continuation of Table 9 and the start of Table 10.,,
1911_census_volume_ii_part_v_schooling,37,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,86,boundary_confirmed,True,10 | 11,10 | 11,10 | 11,The page contains the continuation of Table 10 and the start of Table 11. Both are present in the candidate list.,,
1911_census_volume_ii_part_v_schooling,54,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,87,accept_current_match,True,12 | 13,12 | 13,12 | 13,Page contains the continuation of Table 12 and the start of Table 13.,,
1911_census_volume_ii_part_v_schooling,58,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,88,boundary_confirmed,True,13 | 14,13 | 14,13 | 14,The page contains the continuation of Table 13 and the start of Table 14. Both are correctly identified and present in the candidate list.,,
1911_census_volume_ii_part_v_schooling,62,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,89,boundary_confirmed,True,14 | 15,14 | 15,14 | 15,The page contains the continuation of Table 14 and the start of Table 15. Both are present in the candidate list.,,
1911_census_volume_ii_part_v_schooling,75,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,90,boundary_confirmed,True,16 | 17,16 | 17,16 | 17,The page contains the continuation of Table 16 and the start of Table 17.,,
1911_census_volume_ii_part_v_schooling,86,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,91,boundary_confirmed,True,18 | 19,18 | 19,18 | 19,Page contains the continuation of Table 18 and the start of Table 19.,,
1911_census_volume_ii_part_v_schooling,91,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,92,boundary_confirmed,True,19 | 20,19 | 20,19 | 20,Page contains the continuation of Table 19 and the start of Table 20. Both are present in the candidate list.,,
1911_census_volume_ii_part_v_schooling,98,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,93,boundary_confirmed,True,21 | 22,21 | 22,21 | 22,The page contains the continuation of Table 21 and the start of Table 22. Both are present in the candidate list.,,
1911_census_volume_ii_part_v_schooling,101,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,94,boundary_confirmed,True,22 | 23,22 | 23,22 | 23,The page contains the continuation of Table 22 and the start of Table 23. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_v_schooling,104,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,95,boundary_confirmed,True,23 | 24,23 | 24,23 | 24,The page contains the continuation of Table 23 and the start of Table 24. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_v_schooling,109,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,96,boundary_confirmed,True,24 | 25,24 | 25,24 | 25,The page contains the continuation of Table 24 and the start of Table 25. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_v_schooling,114,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,97,boundary_confirmed,True,25 | 26,25 | 26,25 | 26,The page contains the continuation of Table 25 and the start of Table 26. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_v_schooling,119,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,98,boundary_confirmed,True,26 | 27,26 | 27,26 | 27,The page contains the continuation of Table 26 and the entirety of Table 27. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_v_schooling,120,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,99,boundary_confirmed,True,28 | 29,28 | 29,28 | 29,The page contains two complete tables (28 and 29) as identified by their headers.,,
1911_census_volume_ii_part_vi_religions,18,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,100,boundary_confirmed,True,2 | 3,2 | 3,2 | 3,The page contains the conclusion of Table 2 and the commencement of Table 3. Both are correctly identified and present in the candidate list.,,
1911_census_volume_ii_part_vi_religions,80,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,101,accept_current_match,True,32 | 33,32 | 33,32 | 33,The page contains two complete tables (32 and 33) as identified by the original match.,,
1911_census_volume_ii_part_vi_religions,81,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,102,boundary_confirmed,True,33 | 34,33 | 34,33 | 34,The page contains the continuation of Table 33 and the entirety of Table 34. Both are correctly identified in the candidate set.,,
1911_census_volume_ii_part_vi_religions,94,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,103,boundary_confirmed,True,38 | 39,38 | 39,38 | 39,The page contains two distinct tables (38 and 39) as identified by their respective headers. The assignment is correct.,,
1911_census_volume_ii_part_vi_religions,96,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,104,boundary_confirmed,True,39 | 40,39 | 40,39 | 40,The page contains two distinct tables (39 and 40) as indicated by their respective headers.,,
1911_census_volume_ii_part_vi_religions,104,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,105,boundary_confirmed,True,44 | 45,44 | 45,44 | 45,The page contains two complete tables (44 and 45) as identified by their headers.,,
1911_census_volume_ii_part_vi_religions,106,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,106,boundary_confirmed,True,45 | 46,45 | 46,45 | 46,The page contains two complete tables (45 and 46) as indicated by the headers.,,
1911_census_volume_ii_part_vi_religions,108,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,107,boundary_confirmed,True,47 | 48,47 | 48,47 | 48,The page contains two complete tables (47 and 48) as indicated by the headers.,,
1911_census_volume_ii_part_vi_religions,110,qa_flash_lite,data/intermediate/page_inventory/abs_1911_flagged_page_qa.csv,108,boundary_confirmed,True,49 | 50,49 | 50,49 | 50,The page contains two complete tables (49 and 50) as identified in the original match.,,
